objname,objtype,de2000,al2000,v,e_v,vopt,e_vopt,vrad,e_vrad,bt,e_bt,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,incl,logdc,btc,itc,ubtc,bvtc,m21c,hic,mabs,agnclass,kt,e_kt,it,e_it,ut,vt,mfir,e_ut,e_vt
NGC5475,G ,55.7418526,14.0867782,1647.2,1.1,1647.2,1.1,,,13.273,0.28,Sa,,,,,0.8,1.2,1.287,0.031,0.525,0.031,165.77,90,1.27,12.836,11.876,,,,,-19.418,,9.428,0.043,11.898,0.083,14.78,,,0.203,
NGC6501,G ,18.3731533,17.9343657,2877.2,20.5,2910.3,18.9,2856,15.1,13.113,0.369,S0-a,,,M,,-1,0.8,1.237,0.063,0.056,0.041,15,31.72,1.272,12.68,,,,15.729,3.05,-20.595,,9.149,0.062,,,,,,,
[CZ2003]1060A-0295:041,G ,-26.8917778,10.5801444,3019,80,3019,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC755655,G ,-27.3906111,10.5893556,3146.6,5.9,3079,80,3147,6.4,17.27,0.5,S?,,,,,5,5,0.58,0.086,0.35,0.028,2,65.99,0.598,16.321,16.2,,,17.169,0.848,-16.867,,,,16.35,0.087,,,,,
PGC155483,G ,-27.533,10.6280111,2722,80,2722,80,,,16.62,0.5,,,,,,,,0.69,0.074,0.45,0.028,175,71.85,,16.273,14.724,,,,,-16.6,,13.035,0.146,14.865,0.075,,,,,
PGC757858,G ,-27.2394722,10.6328917,3134,80,3134,80,,,17.64,0.5,,,,,,,,0.46,0.102,0.17,0.028,109,48.49,,17.273,15.723,,,,,-15.915,,,,15.87,0.077,,,,,
[CZ2003]1060B-0393:062,G ,-27.0571944,10.6501667,2896,80,2896,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC031496,G ,-27.8452222,10.6151667,2753,16,2753,16,,,18.49,0.5,S?,,,,,3,5,0.54,0.091,0.31,0.028,24,64.46,0.558,17.705,16.729,,,,,-15.201,,,,16.87,0.086,,,,,
[CZ2003]1060B-0393:097,G ,-27.1786944,10.6164333,2912,94,2912,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060B-0393:098,G ,-27.4721389,10.6191778,2494,105,2494,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060C-0295H:042,G ,-26.7755,10.584375,3180,80,3180,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060C-0295H:060,G ,-26.8760833,10.6465333,3085,80,3085,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060C-0295H:107,G ,-27.4803611,10.6192833,2750,88,2750,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060C-0393:011,G ,-27.7075278,10.6054278,2907,142,2907,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060C-0393:017,G ,-26.9674722,10.5920917,2696,80,2696,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060C-0393:025,G ,-27.9010278,10.6084056,2542,80,2542,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060C-0393:040,G ,-27.4531111,10.5660472,2658,80,2658,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060C-0393:041,G ,-26.9568611,10.5785361,2883,80,2883,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060C-0393:062,G ,-26.7943056,10.6346889,2562,80,2562,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060C-0393:063,G ,-27.0392222,10.636175,2950,80,2950,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC3026,G ,28.5511479,9.8487083,1480.9,3.3,1477,2.6,1485.7,2.9,13.782,0.317,SBm,B,,M,,9.5,1,1.347,0.031,0.566,0.026,82.16,90,1.333,12.645,12.805,,,14.188,1.543,-18.556,,10.828,0.217,12.845,0.077,14.848,,13.529,0.033,
[CZ2003]1060C-0393:101,G ,-27.2285556,10.627975,2770,80,2770,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060C-0393:102,G ,-27.1404444,10.6289861,3084,80,3084,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060C-0393:104,G ,-27.7156944,10.6195194,2900,80,2900,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC141460,G ,-27.1720556,10.5967847,2503.7,37.1,2503.7,37.1,,,17.28,0.5,S0,,,,,-2,3,0.53,0.092,0.09,0.028,61,41.42,0.564,16.906,,,,,,-15.755,,13.143,0.538,,,,,,,
UGC07699,G ,37.6222276,12.5466949,495.7,0.7,495.6,0.9,498.7,4.9,13.249,0.34,SBc,B,,,,6.2,0.6,1.556,0.023,0.558,0.023,32.48,77.43,1.538,12.222,,,,14.073,1.851,-19.098,,11.314,0.286,,,,,,,
[CZ2003]1060C-0494:048,G ,-28.2590278,10.5926833,2936,80,2936,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060C-0494:090,G ,-27.0788056,10.6305361,3146,80,3146,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC05470,G ,12.3077493,10.1410663,282.4,2.9,282.9,0.5,251,3.8,11.16,0.086,E,,,,,-4.7,1,2.068,0.029,0.138,0.039,80.75,66.22,2.088,10.998,,,,18.33,7.332,-11.11,,,,,,,10.36,,,0.153
UGC10822,G ,57.9271408,17.3370353,-295.6,5.3,-295.6,5.3,,,12.25,0.541,E,,,,,-4.8,0.6,2.566,0.024,0.102,0.044,85.5,55.61,2.58,12.135,,,,,,-7.395,,,,,,,10.771,,,0.159
NGC3773,G ,12.1120216,11.6369255,987.8,2.2,989.5,2.2,984.2,3,13.315,0.388,S0,,,M,C,-2.1,0.7,1.089,0.043,0.102,0.024,161.37,44.25,1.098,13.183,12.96,,,16.083,2.899,-17.768,,10.797,0.168,13.012,0.242,14.529,,12.852,0.05,
NGC3265,G ,28.7965911,10.5185508,1425.4,5,1422.6,1.6,1442.2,4,14.05,0.238,E,,,,,-4.7,0.6,0.985,0.09,0.136,0.045,73.4,65.41,0.996,13.925,12.79,,,16.649,2.724,-17.829,,10.455,0.048,12.836,0.054,14.941,,12.351,0.003,
[CZ2003]1060D-0393:042,G ,-26.78425,10.5798222,2983,80,2983,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060D-0393:063,G ,-26.9117222,10.6597472,3241,88,3241,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060D-0393:078,G ,-27.4229722,10.6455056,3159,80,3159,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IC3509,G ,12.0489745,12.5698683,2064.5,2.5,2064.5,2.5,,,15.167,0.084,E,,,,,-5,1,1.003,0.092,0.143,0.041,68.85,72.05,1.027,14.954,13.62,,,,,-16.149,,12.076,0.095,13.701,0.157,16.241,14.25,,0.127,0.07
NGC3077,G ,68.7341103,10.0552406,-7.9,3.7,-9.3,1.3,11.1,5,10.635,0.051,S?,,,M,,6.1,5.5,1.717,0.028,0.082,0.039,48.66,34.78,1.741,10.199,10.115,0.073,0.678,10.956,0.757,-17.732,,7.411,0.113,10.242,0.092,12.452,9.878,10.243,0.076,0.046
PGC023521,G ,71.0308248,8.3987559,113.4,1.8,113,60,113.4,2.6,16.425,0.361,I,,,,,10,1.4,1.114,0.136,0.036,0.1,,25.54,1.121,16.27,,,0.21,15.899,-0.371,-11.41,,13.457,0.3,,,,16.114,,,0.08
[CZ2003]1060D-0393:084,G ,-28.2070556,10.6108083,2693,89,2693,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060D-0393:103,G ,-27.4980556,10.6167056,3133,80,3133,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[CZ2003]1060D-0393:109,G ,-27.5455278,10.6346194,2418,256,2418,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC764019,G ,-26.7762222,10.6118333,3003,165,3003,165,,,17.92,0.5,,,,,,,,0.49,0.098,0.07,0.028,159,32.24,,17.593,16.014,,,,,-15.505,,,,16.145,0.079,,,,,
UGC09562,G ,35.5422708,14.8539984,1274.6,4.6,1276.8,1,1255.3,2.9,14.42,0.076,Sm,,,,,9.3,1.9,0.909,0.049,0.144,0.028,3.59,49.92,0.908,14.095,13.762,-0.128,0.447,14.726,0.631,-17.659,,12.147,0.17,13.787,0.055,15.559,13.92,,0.135,0.076
[CZ2003]1060E-0494:001,G ,-27.1478333,10.6328028,2398,80,2398,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC2551,G ,73.4119916,8.4139706,2341.6,7.3,2263,77,2342.3,7.3,13.103,0.044,S0-a,,,,,0.5,1.1,1.197,0.071,0.161,0.049,53.34,50.59,1.202,12.837,,,0.912,15.844,3.007,-20.037,,9.412,0.052,,,,12.113,,,0.044
[CZ2003]1060E-0494:020,G ,-28.2054722,10.5994306,2554,80,2554,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC083619,G ,-15.3638362,12.8831506,3186.8,51,3186.8,51,,,17.1,0.1,SBm,B,,,,9,1.4,0.803,0.057,0.399,0.029,9,90,0.809,16.125,15.321,,,,,-17.205,,13.44,0.707,15.425,0.079,,16.45,,,0.1
PGC2790884,G ,35.5422141,8.4320845,746.7,4,748.3,1.7,728.5,5.8,17.971,0.236,I,,,,,10,2,0.318,0.233,0.317,0.073,141.39,74.62,0.324,17.183,18.191,,0.192,17.756,0.573,-13.22,,,,18.278,0.199,18.292,17.651,,0.011,0.236
SEGUE1,G ,16.0777775,10.1176667,208.5,0.9,208.5,0.9,,,,,,,,,,,,,,,,72.5,,,,,,,,,,,,,,,,14.692,,,0.538
SAO0822+3545,G ,35.5902789,8.4348951,741.8,1.7,741.9,2.6,740.7,6.5,17.66,0.367,I,,,,,10,2,0.611,0.211,0.047,0.085,,29.17,0.627,17.383,17.407,,,17.581,0.198,-13.02,,,,17.49,0.1,18.27,17.43,,0.02,0.03
NGC3599,G ,18.1103766,11.2574861,837.1,20.2,837.1,20.2,,,12.881,0.077,S0,,,,,-2,0.5,1.38,0.03,0.042,0.027,,28.32,1.389,12.781,,0.301,0.838,,,-18.737,,9.31,0.073,,,13.201,12.011,,0.078,0.077
NGC3445,G ,56.9901055,10.9099172,2013.9,1.2,2014.2,1.2,2007.6,5.3,12.927,0.521,SABm,B,,M,,8.8,0.9,1.149,0.052,0.043,0.031,,27.87,1.151,12.811,17.343,-0.369,0.33,14.361,1.55,-19.774,,10.714,0.177,17.358,2.719,13.306,12.665,12.234,1.901,0.009
NGC3206,G ,56.9304097,10.3632152,1158.5,0.9,1158.4,1.3,1159,2.8,13.288,0.839,SBc,B,,,,6,0.4,1.362,0.028,0.295,0.031,7.49,61.14,1.356,12.702,12.525,,,13.888,1.186,-18.718,,11.177,0.165,12.552,0.671,14.878,,13.172,0.224,
NGC5789,G ,30.2340719,14.9432591,1803.9,2.2,1804.3,37.6,1803.9,3.1,13.837,0.321,SBd,B,,M,,7.9,0.8,1.062,0.053,0.049,0.024,92,29.76,1.069,13.651,,,,15.401,1.751,-18.733,,,,,,,,13.282,,
NGC6509,G ,6.2869924,17.9903695,1813.2,3,1708,113.4,1813.3,3.1,13.32,0.324,SABc,B,,,,6.5,0.8,1.16,0.037,0.066,0.026,104,31.35,1.236,12.358,,,,14.079,1.72,-19.983,,9.707,0.078,,,,,11.765,,
UGC08516,G ,20.0010682,13.5312669,1016.7,2.3,1015.4,1.4,1023.1,3,13.802,0.291,Sc,,,,,5.9,0.5,1.072,0.04,0.173,0.021,35,48.86,1.077,13.365,13.038,,,15.916,2.551,-17.887,,11.077,0.16,13.094,0.048,14.778,,13.508,0.042,
NGC4904,G ,-0.0275732,13.0162895,1187.3,4.2,1189.8,1.1,1173.1,2.7,12.587,0.088,Sc,B,,M,,5.8,0.8,1.299,0.029,0.205,0.023,7.2,52.65,1.302,12.109,11.6,-0.112,0.558,14.801,2.691,-19.007,,9.525,0.055,11.65,0.531,14.443,11.957,11.957,0.076,0.088
NGC5669,G ,9.8914264,14.5455181,1373.7,2.2,1375.7,1.5,1369.7,2.1,12.972,0.649,Sc,B,,M,,6,0.4,1.41,0.031,0.245,0.03,54.06,56.75,1.411,12.416,11.751,,,13.691,1.275,-18.592,,10.379,0.062,11.803,0.903,15.226,,12.272,0.009,
PGC042748,G ,3.6765823,12.715647,973.5,0.7,973.5,0.7,,,14.524,0.05,E,,,,,-4.4,1.5,0.872,0.061,0.05,0.028,126.05,35.88,0.888,14.388,13.19,,,,,-16.562,,11.063,0.075,13.243,0.081,16.011,,,0.143,
IC3025,G ,10.1885497,12.1730874,483.1,0.5,483,0.7,485,3.5,14.936,0.038,E,,,,,-3.6,1.9,0.863,0.058,0.231,0.026,101.81,81.23,0.867,14.836,14.088,,,17.376,2.54,-14.833,,12.352,0.164,14.128,0.148,16.118,,,0.14,
IC0809,G ,11.7542903,12.702407,195.8,0.7,195.8,0.7,,,14.461,0.095,E,,,,,-4.9,0.4,0.987,0.046,0.029,0.025,,28.8,1.007,14.322,12.948,,,,,-16.682,,10.678,0.119,13.007,0.201,16.103,13.72,,0.063,0.07
IC0810,G ,12.5968285,12.7025263,-97.6,0.9,-97.6,0.9,,,14.259,0.033,S0,,,,,-1.7,2,1.21,0.033,0.446,0.027,167.07,90,1.207,14.12,13.066,,,,,,,11.247,0.189,13.128,0.128,15.694,,,0.077,
UGC04385,G ,14.7522182,8.3977832,1957.9,3.8,1955.1,1.3,1968.1,2.6,14.36,0.269,I,,,,,9.5,1.5,0.901,0.049,0.093,0.026,14.92,40.43,0.915,14.001,13.605,,,15.317,1.316,-18.253,,12.006,0.222,13.687,0.072,15.021,,,0.073,
IC3510,G ,11.0715271,12.5707811,1389.3,0.8,1389.3,0.8,,,14.867,0.057,E,,,,,-5,0.8,0.906,0.055,0.115,0.025,14.57,61.59,0.922,14.717,13.465,0.358,,,,-16.98,,11.427,0.066,13.522,0.16,16.643,,,0.471,
IC3586,G ,12.5200553,12.6152355,1716.6,0.7,1716.6,0.7,,,14.516,0.06,E-S0,,,,,-3,1.8,1.063,0.078,0.064,0.039,72.69,36.86,1.085,14.297,13.365,,,,,-16.769,,12.186,0.153,13.45,0.202,15.763,,,0.105,
NGC3254,G ,29.4920072,10.4889088,1366.7,5.3,1372.7,2.2,1357.7,2.6,12.288,0.051,Sbc,,R,,,4,0.2,1.37,0.032,0.32,0.028,50.39,64.41,1.365,11.685,10.67,0.022,0.592,13.589,1.904,-21.114,S2,8.908,0.191,10.708,0.087,12.378,11.66,,0.051,0.112
NGC3259,G ,65.0410942,10.5430156,1678.5,2,1680.1,2.4,1675.6,3.3,12.969,0.381,SABb,B,,,,3.7,0.6,1.235,0.044,0.279,0.035,16.47,61.14,1.23,12.46,12.227,,,13.723,1.263,-20.004,S1,10.229,0.035,12.255,0.283,14.919,12.72,12.905,0.072,0.1
NGC4100,G ,49.5827722,12.1023768,1115,27.1,1149.9,3.4,1073.2,3.7,11.712,0.106,Sbc,,,,,4.1,0.6,1.659,0.024,0.543,0.024,166.83,79.51,1.647,10.762,9.982,-0.027,0.599,13.537,2.776,-20.735,,8.04,0.037,10.026,0.036,11.792,11.087,10.667,0.106,0.123
UGC04879,G ,52.842028,9.26755,-29.1,0.9,-29.2,1.1,-25,6.1,13.812,0.236,I,,,,,9.9,0.5,1.322,0.062,0.207,0.057,86.05,59.58,1.32,13.359,,-0.123,0.519,16.374,3.015,-12.317,,14.64,0.272,,,13.603,13.101,,0.025,0.025
IC1235,G ,63.1157615,16.867673,3109.6,2.3,3109.6,2.3,,,15.037,0.39,Sc,,,,,5,1.4,0.879,0.062,0.151,0.027,12.53,46.23,0.886,14.617,14.394,,,,,-18.873,,12.413,0.089,14.457,0.059,16.101,,,0.011,
NGC4038,G ,-18.8682165,12.0313932,1634,6.8,1626.2,5.1,1644,5.7,10.85,0.109,SBm,B,,,,8.9,0.5,1.734,0.025,0.156,0.043,,51.94,1.747,10.359,9.382,-0.254,0.561,13.134,2.775,-21.587,,7.705,0.159,9.47,0.093,10.66,10.2,,0.109,0.109
NGC4039,G ,-18.886422,12.0315623,1628.2,9.8,1640.9,8.7,1616,8.5,11.039,0.215,SBm,B,,,,8.9,0.2,1.729,0.025,0.293,0.048,,71.22,1.736,10.295,9.347,,,,,-20.325,,7.645,0.151,9.435,0.103,,,,,
IC1024,G ,3.0081905,14.5241789,1419.6,30.7,1370.1,3.6,1457.5,3.1,13.985,0.221,S0,,,M,,-1.8,1.2,1.045,0.063,0.37,0.031,29.42,90,1.044,13.836,12.698,,,14.168,0.332,-17.973,,10.091,0.041,12.755,0.075,15.038,,11.597,0.006,
NGC2764,G ,21.4432902,9.1381801,2718.6,1.9,2718.9,3,2717.9,5,13.656,0.132,S0,,,,,-1.7,1.1,1.06,0.05,0.233,0.028,18.07,65.64,1.069,13.446,12.014,0.191,0.67,15.493,2.047,-19.558,,9.831,0.032,12.089,0.247,14.916,12.896,11.674,0.047,0.132
IC0676,G ,9.0557818,11.2110617,1416.3,3.3,1412.8,2.5,1421.6,3.1,13.409,0.263,S0-a,B,R,,,-1.2,0.7,1.266,0.039,0.15,0.026,0.1,51.39,1.271,13.28,12.238,,,16.99,3.71,-18.359,,9.745,0.085,12.286,0.049,14.693,,11.998,0.106,
NGC3182,G ,58.2057721,10.3258397,2098.7,3.3,2099.4,1.3,2073.3,7.2,12.947,0.288,S0-a,,R,,,0.3,1.4,1.283,0.056,0.081,0.053,145.05,36.64,1.284,12.814,11.774,,,16.868,4.054,-19.809,,9.488,0.038,11.798,0.145,14.924,,,0.077,
NGC2824,G ,26.2700218,9.3172844,2737.6,47.5,2737.6,47.5,,,14.229,0.06,S0,B,R,,,-1.9,0.7,0.985,0.059,0.229,0.053,158.74,65.84,0.991,14.049,12.669,0.371,0.82,,,-18.988,S?,10.168,0.052,12.731,0.08,15.58,12.674,13.059,0.094,1.086
NGC3032,G ,29.2364216,9.8689421,1540.5,4.6,1532,5,1544.6,3.5,13.065,0.191,S0,B,R,,,-1.9,0.4,1.154,0.042,0.036,0.027,,26.38,1.16,12.969,,0.093,0.635,17.143,4.174,-18.536,H2,9.668,0.038,,,13.165,13.09,12.391,0.191,0.374
NGC4119,G ,10.3789045,12.1360012,1651.8,1.7,1651.8,1.7,,,12.326,0.268,S0-a,,R,,,-1.2,0.7,1.2,0.039,0.16,0.028,119.93,53.16,1.206,12.18,11.32,0.225,0.766,,,-19.838,,8.549,0.125,11.374,0.348,14.479,11.496,,0.116,0.268
NGC4150,G ,30.4015782,12.1760168,239,23.9,239,23.9,,,12.487,0.044,S0,,R,,,-2.1,0.7,1.298,0.031,0.175,0.025,147.75,58.11,1.3,12.406,,0.252,0.765,,,-18.512,,9.034,0.06,,,12.767,11.687,12.868,0.044,0.044
NGC4753,G ,-1.1995791,12.8727724,1242.8,73.4,1395.2,12.3,1172.4,8.4,10.572,0.165,S0-a,,,M,,-1.3,1.1,1.812,0.028,0.326,0.039,86.23,78.22,1.813,10.41,8.629,0.344,0.815,15.731,5.321,-21.09,,6.744,0.067,8.693,0.22,11.751,9.664,11.807,0.176,0.092
UGC06176,G ,21.6571108,11.1235219,2692.1,1.2,2692.5,1.7,2690,4.3,14.604,0.309,S0,B,R,,,-1.8,0.7,1.066,0.041,0.361,0.028,24.94,90,1.06,14.486,12.887,,,15.339,0.853,-18.55,,10.392,0.05,12.921,0.053,15.484,,,0.126,
NGC6014,G ,5.9318333,15.9326056,2487.1,13.9,2429,50.4,2491,13,13.705,0.327,S0,B,,,,-1.8,1.1,1.244,0.068,0.091,0.063,20,41.24,1.264,13.445,,,,17.699,4.254,-19.495,,9.814,0.057,,,,,12.987,,
PGC029321,G ,12.9612721,10.0975497,2810.6,2.4,2810.6,2.4,,,15.255,0.32,S0-a,B,,,,0,2,0.739,0.188,0.053,0.087,44.12,30.08,0.752,15.031,13.795,,,,,-18.037,,11.443,0.059,13.864,0.074,16.496,,,0.138,
NGC4306,G ,12.7874957,12.3678068,1523.4,0.9,1523.4,0.9,,,13.578,0.064,S0,B,,M,,-2,0.8,1.174,0.042,0.149,0.025,142.38,53.3,1.189,13.369,12.466,,,,,-18.494,,10.604,0.115,12.548,0.306,15.391,,,0.121,
UGC08986,G ,4.1121382,14.0710713,1239.8,2.8,1239.8,2.8,,,15.219,0.424,S0,,,,,-2,0.5,1.086,0.074,0.008,0.044,,12.54,1.099,15.089,13.39,,,,,-16.428,,11.751,0.254,13.439,0.168,15.797,,,0.1,
IC3470,G ,11.262954,12.5398284,1489.4,0.7,1489.4,0.7,,,14.56,0.102,E,,,,,-4.8,0.9,0.979,0.104,0.002,0.04,,7.63,1.014,14.315,13.055,,,,,-16.695,,11.169,0.048,13.153,0.057,15.897,13.85,,0.146,0.07
IC3131,G ,7.8619814,12.3141368,1530.2,0.7,1530.2,0.7,,,14.089,0.054,E-S0,,R,,,-3.5,1.8,1.002,0.048,0.008,0.025,,13.54,1.015,13.973,12.978,,,,,-17.891,,11.112,0.091,13.019,0.146,15.475,,,0.018,
IC3652,G ,11.1844663,12.6829341,629.6,0.7,629.6,0.7,,,14.306,0.059,E,,,,,-4.8,0.6,0.994,0.047,0.029,0.025,,28.4,1.013,14.17,13.226,,,,,-16.844,,11.262,0.24,13.282,0.218,16.158,,,0.096,
NGC4670,G ,27.125522,12.7547729,1085.5,4.4,1088.2,1.1,1071.3,2.5,13.155,0.118,SBa,B,,,,0.7,2.4,0.987,0.054,0.069,0.024,90.19,33.67,0.99,13.019,12.346,-0.497,0.362,14.943,1.924,-18.303,,10.459,0.115,12.374,0.128,13.422,12.755,12.215,0.083,0.118
UGC10200,G ,41.3447204,16.0960878,1991,0.7,1991.1,0.8,1987.8,4.8,13.666,0.301,Scd,,,M,,6.5,3.5,0.833,0.055,0.024,0.025,,19.26,0.836,13.573,13.358,,,14.42,0.846,-19.05,,11.569,0.059,13.376,0.051,14.405,,12.875,0.072,
NGC5961,G ,30.864223,15.5877324,1775.6,21.1,1760.7,1.9,1835.6,3.8,14.475,0.111,Sb,,,,,2.5,1.1,0.908,0.099,0.391,0.047,103.14,71.83,0.904,13.829,13.373,0.001,0.314,14.53,0.701,-18.555,,10.738,0.047,13.427,0.408,15.213,13.783,12.681,0.052,0.248
UGC03672,G ,30.32224,7.1076397,982.3,2.3,984,3,979.5,3.8,16.49,0.621,I,,,,,9.9,0.4,0.651,0.075,0.45,0.028,149.28,90,0.662,15.341,15.381,,,13.7,-1.64,-15.528,,,,15.52,0.1,16.75,,,0.01,
UGC05427,G ,29.3643495,10.0780346,478.5,4.1,476.6,1,495.4,3.1,15.07,0.272,SABd,B,R,,,7.8,1,1.033,0.042,0.159,0.023,110.84,52.41,1.036,14.678,14.475,,,15.882,1.204,-15.08,,13.77,0.1,14.519,0.3,15.722,14.45,,0.313,0.1
UGC08638,G ,24.7743584,13.655367,275,0.7,275,1,274.7,2.6,14.482,0.027,I,,,,,9.9,0.4,0.95,0.056,0.139,0.025,77.78,49.13,0.95,14.167,,,0.392,15.786,1.62,-13.993,,12.236,0.469,,,,14.032,,,0.03
NGC3896,G ,48.6747715,11.8156471,918.1,8.4,915,2,961.6,7.3,13.183,0.369,SBab,B,,,,1.5,3.3,1.151,0.035,0.206,0.025,128.44,55.43,1.151,12.856,13.264,,0.482,13.319,0.462,-18.25,,11.483,0.14,13.305,0.071,14.489,12.633,,0.007,0.369
NGC4194,G ,54.5264728,12.2360053,2556.1,14,2563.3,2,2502,5.5,12.948,0.082,SBm,B,,M,,9.1,2.8,1.215,0.056,0.16,0.058,,52.56,1.215,12.581,,-0.247,0.474,15.328,2.746,-20.486,H2,9.671,0.058,,,12.748,12.769,9.933,0.082,0.442
NGC3687,G ,29.5110084,11.46683,2502.8,1.5,2501.9,2,2504.9,3.2,12.986,0.235,Sbc,B,R,M,,3.8,0.7,1.147,0.033,0.455,0.058,173.32,74.41,1.138,12.179,12.031,,,14.943,2.764,-20.761,,9.713,0.059,12.073,0.132,14.77,,,0.233,
NGC2906,G ,8.4418092,9.5350625,2279,54.1,2321.4,1.6,2140.9,3,13.173,0.359,Sc,,,M,,5.7,0.8,1.132,0.076,0.226,0.047,70.71,54.96,1.142,12.562,11.695,,,15.61,3.049,-20.399,,9.131,0.035,11.785,0.114,15.355,,12.376,0.007,
NGC4210,G ,65.9853551,12.254401,2711.1,4.8,2709,2,2731.5,6.1,13.378,0.305,Sb,B,R,,,3.1,0.4,1.287,0.055,0.145,0.052,96.23,46.18,1.288,13.061,12.193,,,15.988,2.927,-20.127,,9.74,0.059,12.228,0.1,14.971,,13.11,0.133,
NGC5205,G ,62.5115364,13.5010013,1760.3,1.6,1759.8,1.7,1764.8,4.8,13.436,0.277,SBbc,B,R,,,4,1.4,1.2,0.039,0.229,0.026,167.86,56.05,1.2,12.958,12.054,,,14.678,1.72,-19.609,,9.776,0.072,12.097,0.303,14.95,12.77,13.789,0.121,0.1
NGC5520,G ,50.3484461,14.206337,1877,4,1875.1,24.3,1877.1,5.8,13.309,0.278,Sb,,,,,3.1,0.4,1.206,0.066,0.304,0.055,65.65,63.85,1.201,12.775,12.078,,,15.284,2.508,-20.052,,10.004,0.055,12.112,0.375,14.859,12.75,12.077,0.006,0.1
NGC5633,G ,46.1465238,14.4578802,2325.8,3.6,2321.5,4.4,2329.6,4,13.105,0.074,Sb,,R,,,3.2,0.6,1.037,0.034,0.179,0.018,10.86,50.75,1.037,12.747,11.691,-0.087,0.555,15.014,2.267,-20.11,,9.599,0.021,11.723,0.296,14.144,12.455,11.825,0.087,0.072
NGC5656,G ,35.3209722,14.5070848,3147.2,4,3144.8,1.7,3159.3,3.8,12.835,0.422,Sab,,,,,2,0.5,1.101,0.051,0.15,0.027,57.21,47.59,1.101,12.547,11.617,,,15.396,2.849,-21.196,,9.368,0.029,11.646,0.259,14.531,,11.815,0.195,
NGC6063,G ,7.978973,16.1202739,2845.1,2.8,2841.1,3.4,2847.8,2.8,13.948,0.292,Sc,,,M,,5.8,0.5,1.212,0.033,0.283,0.023,157.07,60.26,1.219,13.239,12.496,,,15.288,2.05,-19.851,,10.607,0.118,12.584,0.209,14.72,,,0.202,
NGC6186,G ,21.5408868,16.5737475,2936.5,2,2936.5,3.2,2936,10.9,14.229,0.33,Sa,B,,,,1.2,0.8,1.196,0.035,0.352,0.035,58.87,71.02,1.201,13.664,12.97,,,16.618,2.954,-19.666,,9.623,0.036,13.059,0.093,15.194,,11.902,0.008,
IC3478,G ,14.1961776,12.5456123,1880,0.7,1880,0.7,,,14.372,0.044,E-S0,B,,,,-2.5,1.3,0.959,0.051,0.05,0.024,119.89,31.66,0.975,14.194,12.982,,,,,-18.147,,11.497,0.1,13.048,0.177,15.696,,,0.12,
PGC086668,G ,20.0751578,9.048258,484.2,2.1,483,42.4,484.2,3,17.125,0.029,I,,,,D,10,0.9,0.761,0.149,0.032,0.069,,24.15,0.772,16.941,,,0.23,16.702,-0.239,-12.787,,,,,,,16.828,,,0.078
UGC08508,G ,54.9113889,13.5123333,59.9,1.3,60,2,59.2,4.3,14.013,0.096,I,,,,,9.9,0.5,1.236,0.031,0.218,0.023,122.19,61.15,1.233,13.542,,-0.3,0.386,14.711,1.169,-13.529,,11.505,0.096,,,13.874,13.672,,0.019,0.017
