                  objname , objtype ,     de2000 ,     al2000 ,        v ,      e_v ,     vopt ,   e_vopt ,     vrad ,   e_vrad ,     bt ,   e_bt ,  type ,  bar ,  ring ,  multiple , compactness ,     t ,   e_t ,   logd25 , e_logd25 ,   logr25 , e_logr25 ,     pa ,   incl ,    logdc ,    btc ,    itc ,   ubtc ,   bvtc ,   m21c ,    hic ,   mabs , agnclass ,     kt ,  e_kt ,     it ,   e_it ,     ut ,     vt ,   mfir ,  e_ut ,  e_vt ,</strong>
  NGC6168                     , G       ,   20.18439 ,   16.52264 ,     2523 ,        4 ,     2548 ,      100 ,     2523 ,        6 ,  14.61 ,   0.28 , Sd    ,      ,       ,           ,             ,   7.9 ,   0.8 ,     1.22 ,     0.04 ,     0.54 ,     0.03 ,  111.0 ,   90.0 ,     1.22 ,  13.35 ,  13.06 ,        ,        ,  14.25 ,   0.90 , -19.36 ,          ,  10.64 ,  0.05 ,  13.19 ,   0.13 , 15.593 ,        ,  12.48 , 0.011 ,       ,
  UGC10590                    , G       ,   59.71894 ,   16.84893 ,     3054 ,       38 ,     3054 ,       38 ,          ,          ,  14.06 ,   0.32 , SBc   , B    , R     ,           ,             ,   5.9 ,   0.5 ,     0.94 ,     0.05 ,     0.04 ,     0.03 ,        ,   23.7 ,     0.95 ,  13.86 ,        ,        ,        ,        ,        , -19.61 ,          , 11.223 , 0.162 ,        ,        ,        ,        ,  13.58 ,       ,       ,
  NGC6258                     , G       ,   60.51456 ,   16.87495 ,     3094 ,       41 ,     3094 ,       41 ,          ,          ,  14.48 ,   0.24 , E     ,      ,       ,           ,             ,  -4.9 ,   0.4 ,     0.94 ,     0.11 ,     0.11 ,     0.06 ,   65.0 ,   58.8 ,     0.95 ,  14.35 ,        ,        ,        ,        ,        , -19.14 ,          ,  10.93 ,  0.23 ,        ,        ,        ,        ,        ,       ,       ,
  UGC10736                    , G       ,   69.46432 ,   17.13463 ,      491 ,        2 ,      490 ,        6 ,      491 ,        4 ,  14.86 ,   0.34 , SABd  , B    ,       ,           , D           ,   8.0 ,   0.5 ,     1.48 ,     0.05 ,     0.44 ,     0.06 ,  155.3 ,   90.0 ,     1.48 ,  13.91 ,        ,        ,        ,  13.56 ,  -0.35 , -16.49 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  NGC6306                     , G       ,   60.72879 ,   17.12693 ,     2972 ,       28 ,     2972 ,       28 ,          ,          ,  14.52 ,   0.31 , SBab  , B    ,       , M         ,             ,   2.0 ,   0.6 ,     1.12 ,     0.05 ,     0.43 ,     0.03 ,  160.9 ,   76.0 ,     1.11 ,  13.89 ,  13.45 ,  -0.06 ,   0.54 ,        ,        , -19.52 ,          , 10.911 ,  0.12 ,  13.49 ,   0.14 , 15.629 , 13.857 ,  11.94 , 0.021 , 0.311 ,
  NGC6307                     , G       ,   60.75083 ,   17.12791 ,     3056 ,       31 ,     3056 ,       31 ,          ,          ,  13.61 ,   0.16 , S0-a  , B    , R     , M         ,             ,   0.0 ,   0.6 ,     1.13 ,     0.04 ,     0.12 ,     0.02 ,  152.7 ,   44.6 ,     1.14 ,  13.41 ,        ,        ,        ,        ,        , -20.06 ,          ,  9.508 , 0.049 ,        ,        ,        ,        ,        ,       ,       ,
  IC1254                      , G       ,   72.40198 ,   17.19262 ,     1205 ,        9 ,     1283 ,       49 ,     1204 ,        7 ,  15.11 ,   0.05 , Sb    , B    ,       ,           ,             ,   3.4 ,   1.5 ,     0.96 ,     0.05 ,     0.23 ,     0.03 ,   38.4 ,   56.5 ,     0.97 ,  14.53 ,        ,   0.43 ,   1.06 ,  15.25 ,   0.72 , -17.23 ,          ,  11.67 , 0.085 ,        ,        , 15.655 , 13.945 ,        ,  0.05 ,  0.05 ,
  UGC10745                    , G       ,   61.35041 ,   17.16957 ,     3087 ,        2 ,     3087 ,        1 ,     3059 ,       10 ,  16.58 ,   0.36 , Sd    ,      ,       ,           ,             ,   8.0 ,   0.5 ,     0.92 ,     0.11 ,     0.06 ,     0.05 ,   82.4 ,   32.5 ,     0.92 ,  16.36 ,  15.58 ,        ,        ,  16.06 ,  -0.30 , -17.10 ,          ,        ,       ,  15.62 ,   0.09 , 18.027 ,        ,        , 0.104 ,       ,
  UGC10854                    , G       ,   58.20572 ,   17.41289 ,     2818 ,        3 ,     2819 ,        4 ,     2814 ,        7 ,  15.88 ,   0.37 , SABc  , B    ,       ,           ,             ,   6.0 ,   0.4 ,     1.03 ,     0.08 ,     0.33 ,     0.07 ,   91.6 ,   64.1 ,     1.03 ,  15.13 ,  14.92 ,        ,        ,  16.18 ,   1.05 , -18.25 ,          ,        ,       ,  14.98 ,   0.07 , 16.654 ,        ,        , 0.023 ,       ,
  UGC10892                    , G       ,   74.25783 ,   17.48446 ,     1928 ,        4 ,     1919 ,       60 ,     1928 ,        6 ,  16.00 ,   0.50 , Sd    ,      ,       ,           ,             ,   7.5 ,   0.9 ,     1.20 ,     0.05 ,     1.13 ,     0.05 ,  134.0 ,   90.0 ,     1.17 ,  13.86 ,        ,        ,        ,  14.63 ,   0.77 , -18.73 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  NGC6381                     , G       ,   60.01401 ,   17.45469 ,     3218 ,       20 ,     3164 ,       18 ,     3231 ,        9 ,  13.68 ,   0.35 , Sc    ,      ,       ,           ,             ,   5.0 ,   0.7 ,     1.09 ,     0.04 ,     0.16 ,     0.02 ,   34.1 ,   47.0 ,     1.09 ,  13.28 ,  13.20 ,        ,        ,  15.39 ,   2.11 , -20.28 ,          , 11.397 , 0.279 ,  13.24 ,   0.10 , 15.048 ,        ,  12.75 , 0.008 ,       ,
  UGC10961                    , G       ,   58.79194 ,   17.71501 ,     3050 ,        7 ,     3050 ,       60 ,     3050 ,        9 ,  15.66 ,   0.32 , Sc    ,      ,       ,           , D           ,   5.9 ,   0.5 ,     0.94 ,     0.05 ,     0.32 ,     0.03 ,  166.0 ,   63.1 ,     0.95 ,  14.90 ,        ,        ,        ,  14.71 ,  -0.19 , -18.54 ,          , 12.648 , 0.205 ,        ,        ,        ,        ,        ,       ,       ,
  UGC10968                    , G       ,   57.98778 ,   17.73624 ,     2855 ,        7 ,     2855 ,       60 ,     2855 ,        9 ,  16.00 ,   0.50 , SABb  , B    ,       ,           ,             ,   4.0 ,   0.4 ,     0.72 ,     0.09 ,     0.37 ,     0.03 ,  149.4 ,   68.2 ,     0.72 ,  15.23 ,        ,        ,        ,  16.26 ,   1.03 , -18.10 ,          , 13.305 , 0.167 ,        ,        ,        ,        ,        ,       ,       ,
  UGC10991                    , G       ,   67.33817 ,   17.77489 ,     1463 ,        2 ,     1460 ,       60 ,     1463 ,        3 ,  16.14 ,   0.93 , I     ,      ,       ,           ,             ,   9.9 ,   0.5 ,     0.96 ,     0.08 ,     0.09 ,     0.03 ,        ,   39.0 ,     0.98 ,  15.77 ,        ,        ,        ,  15.88 ,   0.11 , -16.30 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  UGC11037                    , G       ,   18.25720 ,   17.91813 ,     3127 ,        7 ,     3127 ,       60 ,     3127 ,       10 ,  16.00 ,   0.50 , Sd    ,      ,       ,           ,             ,   8.0 ,   0.5 ,     0.95 ,     0.05 ,     0.53 ,     0.03 ,   52.2 ,   90.0 ,     0.97 ,  14.67 ,        ,        ,        ,  16.66 ,   1.98 , -18.77 ,          , 13.399 ,  0.17 ,        ,        ,        ,        ,        ,       ,       ,
  UGC11103                    , G       ,   29.52059 ,   18.06636 ,     2880 ,        7 ,     2880 ,       60 ,     2880 ,        9 ,  15.66 ,   0.32 , Sbc   ,      ,       ,           ,             ,   4.0 ,   0.3 ,     0.95 ,     0.05 ,     0.52 ,     0.03 ,  150.4 ,   78.3 ,     0.96 ,  14.53 ,        ,        ,        ,  16.95 ,   2.42 , -18.77 ,          , 12.397 , 0.088 ,        ,        ,        ,        ,        ,       ,       ,
  UGC11263                    , G       ,   30.96537 ,   18.52083 ,     2945 ,        3 ,     2951 ,       60 ,     2945 ,        5 ,  16.00 ,   0.50 , Sc    ,      ,       ,           ,             ,   6.0 ,   0.4 ,     0.75 ,     0.09 ,     0.08 ,     0.04 ,   63.1 ,   34.3 ,     0.80 ,  15.32 ,        ,        ,        ,  16.02 ,   0.70 , -18.04 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  ESO428-009                  , G       ,  -29.28141 ,    7.25433 ,     2236 ,        3 ,     2236 ,        7 ,     2236 ,        6 ,  15.16 ,   0.20 , Sc    ,      ,       ,           ,             ,   5.2 ,   1.5 ,     1.20 ,     0.04 ,     0.51 ,     0.03 ,   73.2 ,   76.1 ,     1.25 ,  13.47 ,  12.59 ,        ,        ,  16.18 ,   2.71 , -19.19 ,          , 10.786 , 0.131 ,  12.95 ,   0.08 ,        ,        ,  13.84 ,       ,       ,
  SDSSJ123428.98+640555.8     , G       ,   64.09887 ,   12.57472 ,     2368 ,        2 ,     2368 ,        3 ,     2369 ,        7 ,  17.87 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   2.0 ,     0.44 ,     0.26 ,     0.09 ,     0.07 ,   16.9 ,   40.8 ,     0.44 ,  17.63 ,  18.31 ,        ,        ,        ,        , -15.28 ,          ,        ,       ,  18.34 ,   0.60 , 19.833 ,        ,        , 0.269 ,       ,
  ESO491-015                  , G       ,  -27.36864 ,    7.01183 ,     2678 ,        3 ,     2654 ,       24 ,     2678 ,        3 ,  14.32 ,   0.20 , SABc  , B    ,       ,           ,             ,   5.1 ,   0.5 ,     1.36 ,     0.02 ,     0.75 ,     0.03 ,   63.5 ,   90.0 ,     1.41 ,  12.32 ,  11.39 ,        ,        ,  14.10 ,   1.77 , -20.45 ,          ,  9.716 , 0.123 ,  11.73 ,   0.10 ,        ,        ,  12.54 ,       ,       ,
  PGC028759                   , G       ,   69.27771 ,    9.95856 ,       99 ,        8 ,      100 ,       42 ,       99 ,       11 ,  16.80 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   2.0 ,     1.25 ,     0.11 ,     0.05 ,     0.10 ,        ,   28.7 ,     1.29 ,  16.35 ,        ,        ,        ,  13.52 ,  -2.83 , -11.57 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  NGC4205                     , G       ,   63.78280 ,   12.24876 ,     1439 ,        4 ,     1462 ,       25 ,     1439 ,        4 ,  13.71 ,   0.33 , SBc   , B    ,       ,           ,             ,   6.0 ,   3.1 ,     1.22 ,     0.07 ,     0.41 ,     0.06 ,   31.3 ,   69.1 ,     1.22 ,  12.91 ,  12.15 ,        ,        ,  15.40 ,   2.49 , -18.28 ,          ,  10.45 , 0.064 ,  12.19 ,   0.08 ,        ,        ,  12.33 ,       ,       ,
  NGC4391                     , G       ,   64.93352 ,   12.42188 ,     1320 ,        2 ,     1320 ,        2 ,          ,          ,  13.73 ,   0.27 , E-S0  ,      , R     ,           ,             ,  -3.0 ,   0.5 ,     1.10 ,     0.07 ,     0.00 ,     0.04 ,        ,    9.4 ,     1.11 ,  13.63 ,  12.31 ,        ,        ,        ,        , -18.25 ,          ,  9.973 ,  0.07 ,  12.35 ,   0.08 , 15.255 ,        ,        , 0.071 ,       ,
  UGC11109                    , G       ,   46.73742 ,   18.07057 ,     1565 ,        8 ,     1565 ,       60 ,     1565 ,       12 ,  17.00 ,   0.50 , I     ,      ,       ,           ,             ,   9.8 ,   0.5 ,     0.96 ,     0.14 ,     0.04 ,     0.07 ,        ,   26.1 ,     0.98 ,  16.74 ,        ,        ,        ,  15.60 ,  -1.14 , -15.47 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  UGC10974                    , G       ,   67.61944 ,   17.73745 ,     1462 ,        9 ,     1462 ,        9 ,     8066 ,       12 ,  15.14 ,   0.32 , SBb   , B    , R     ,           ,             ,   3.0 ,   0.4 ,     1.03 ,     0.08 ,     0.19 ,     0.05 ,  156.5 ,   52.6 ,     1.05 ,  14.64 ,        ,        ,        ,  16.43 ,   1.79 , -17.43 ,          , 11.158 , 0.037 ,        ,        ,        ,        ,        ,       ,       ,
  PGC076040                   , G       ,  -17.94086 ,    6.78240 ,      696 ,        3 ,      696 ,       60 ,      696 ,        4 ,  17.20 ,   0.50 , S?    ,      ,       ,           ,             ,   4.0 ,   5.2 ,     0.72 ,     0.06 ,     0.24 ,     0.03 ,   20.5 ,   57.1 ,     0.89 ,  14.97 ,  13.37 ,        ,        ,  14.16 ,  -0.81 ,        ,          , 11.917 , 0.287 ,  14.18 ,   0.07 ,        ,        ,        ,       ,       ,
  PGC076170                   , G       ,   -3.67613 ,    6.86672 ,     2614 ,       14 ,          ,          ,     2614 ,       14 ,        ,        , Sc    ,      ,       ,           ,             ,   5.0 ,   2.1 ,     0.62 ,     0.26 ,     0.55 ,     0.10 ,  129.0 ,   78.3 ,     1.10 ,        ,        ,        ,        ,  16.38 ,        ,        ,          , 11.861 , 0.083 ,        ,        ,        ,        ,        ,       ,       ,
  PGC076787                   , G       ,   -6.19175 ,    7.23049 ,     2546 ,        8 ,          ,          ,     2546 ,        8 ,        ,        , Sc    ,      ,       ,           ,             ,   5.0 ,   2.1 ,     0.59 ,     0.43 ,     0.44 ,     0.14 ,        ,   72.0 ,     0.78 ,        ,        ,        ,        ,  16.18 ,        ,        ,          , 13.268 , 0.092 ,        ,        ,        ,        ,        ,       ,       ,
  PGC076930                   , G       ,  -32.90547 ,    7.28535 ,     2315 ,       26 ,     2315 ,       26 ,          ,          ,        ,        , E-S0  ,      ,       ,           ,             ,  -2.8 ,   2.9 ,     0.86 ,     0.10 ,     0.16 ,     0.04 ,   37.5 ,   58.1 ,     0.93 ,        ,  12.87 ,        ,        ,        ,        ,        ,          , 11.298 , 0.119 ,  13.13 ,   0.07 ,        ,        ,        ,       ,       ,
  PGC085950                   , G       ,   -7.85986 ,    7.22767 ,     2471 ,        2 ,     2470 ,       60 ,     2471 ,        3 ,        ,        , I     ,      ,       ,           ,             ,  10.0 ,   2.0 ,     0.70 ,     0.20 ,     0.25 ,     0.09 ,        ,   65.3 ,     0.95 ,        ,  13.62 ,        ,        ,  14.51 ,        ,        ,          , 12.253 ,   0.2 ,  14.81 ,   0.33 ,        ,        ,        ,       ,       ,
  PGC101469                   , G       ,   62.70555 ,    8.71619 ,     1319 ,       60 ,     1319 ,       60 ,          ,          ,  15.97 ,   0.50 , Sab   ,      ,       , M         ,             ,   2.0 ,   2.0 ,     0.98 ,     0.05 ,     0.46 ,     0.03 ,    2.2 ,   79.0 ,     1.06 ,  14.38 ,  14.10 ,        ,        ,        ,        , -17.37 ,          , 12.353 , 0.171 ,  14.56 ,   0.07 , 17.004 ,        ,        , 0.017 ,       ,
  PGC136560                   , G       ,    8.57170 ,    6.90158 ,     2633 ,       11 ,          ,          ,     2633 ,       11 ,  17.76 ,   0.50 ,       ,      ,       ,           ,             ,       ,       ,     0.67 ,     0.08 ,     0.43 ,     0.03 ,   70.0 ,   70.7 ,          ,  16.79 ,        ,        ,        ,  15.50 ,  -1.29 , -16.05 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC136779                   , G       ,   -9.23191 ,    7.44274 ,     2437 ,        5 ,          ,          ,     2437 ,        5 ,  17.35 ,   0.50 ,       ,      ,       ,           ,             ,       ,       ,     0.65 ,     0.08 ,     0.08 ,     0.03 ,  100.0 ,   34.4 ,          ,  15.97 ,  14.64 ,        ,        ,  15.48 ,  -0.48 , -16.62 ,          , 13.236 , 0.128 ,  15.24 ,   0.09 ,        ,        ,        ,       ,       ,
  PGC166546                   , G       ,   21.13167 ,   18.56757 ,     3061 ,       38 ,     3061 ,       38 ,          ,          ,  16.20 ,   0.50 , Sc    ,      ,       ,           ,             ,   5.0 ,   1.4 ,     0.82 ,     0.17 ,     0.62 ,     0.10 ,  100.0 ,   82.4 ,     0.89 ,  14.20 ,        ,        ,        ,        ,        , -19.21 ,          , 11.373 , 0.029 ,        ,        ,        ,        ,        ,       ,       ,
  PGC202376                   , G       ,    1.17853 ,   18.32327 ,     2574 ,        8 ,          ,          ,     2574 ,        8 ,        ,        , Sc    ,      ,       ,           , D           ,   6.0 ,   2.0 ,     0.50 ,     0.41 ,     0.40 ,     0.10 ,   91.7 ,   69.0 ,     0.88 ,        ,  15.10 ,        ,        ,  14.64 ,        ,        ,          , 12.153 , 0.236 ,  16.95 ,   0.08 ,        ,        ,        ,       ,       ,
  PGC754628                   , G       ,  -27.45664 ,    6.69834 ,     1872 ,       66 ,     1872 ,       66 ,          ,          ,  15.66 ,   0.50 , S0-a  ,      ,       ,           ,             ,  -1.0 ,   2.0 ,     0.91 ,     0.05 ,     0.43 ,     0.03 ,   84.7 ,   90.0 ,     0.93 ,  15.26 ,  13.43 ,        ,        ,        ,        , -16.60 ,          ,  11.94 , 0.122 ,  13.59 ,   0.11 ,        ,        ,        ,       ,       ,
  PGC916266                   , G       ,  -15.05907 ,   17.20817 ,     2902 ,       37 ,     2902 ,       37 ,          ,          ,  16.21 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   2.0 ,     0.71 ,     0.07 ,     0.28 ,     0.03 ,   47.5 ,   69.5 ,     0.87 ,  13.87 ,  13.85 ,        ,        ,        ,        , -19.32 ,          , 12.188 , 0.166 ,  14.65 ,   0.11 ,        ,        ,        ,       ,       ,
  PGC1417597                  , G       ,   12.85823 ,   16.54425 ,        7 ,       18 ,        7 ,       18 ,          ,          ,  17.95 ,   0.50 ,       ,      ,       ,           ,             ,       ,       ,     0.38 ,     0.11 ,     0.04 ,     0.03 ,        ,   24.6 ,          ,  17.70 ,  16.33 ,        ,        ,        ,        ,        ,          , 14.042 , 0.127 ,  16.44 ,   0.07 , 19.836 ,        ,        , 0.057 ,       ,
  PGC1467048                  , G       ,   14.78284 ,   17.97763 ,     2958 ,        4 ,     2957 ,       60 ,     2958 ,        6 ,  16.80 ,   0.50 , Sc    ,      ,       ,           ,             ,   6.0 ,   1.4 ,     0.78 ,     0.07 ,     0.27 ,     0.03 ,   98.0 ,   59.0 ,     0.82 ,  15.79 ,        ,        ,        ,  15.89 ,   0.11 , -17.55 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2619398                  , G       ,   61.51972 ,   12.33123 ,      516 ,        4 ,      516 ,       60 ,      516 ,        6 ,  18.03 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   1.4 ,     0.41 ,     0.11 ,     0.07 ,     0.03 ,   82.0 ,   35.3 ,     0.41 ,  17.82 ,        ,        ,        ,  17.09 ,  -0.73 , -12.47 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2737130                  , G       ,   70.59367 ,   11.56758 ,     2608 ,       60 ,     2608 ,       60 ,          ,          ,  17.39 ,   0.50 ,       ,      ,       ,           ,             ,       ,       ,     0.54 ,     0.09 ,     0.32 ,     0.03 ,   44.0 ,   63.2 ,          ,  17.29 ,        ,        ,        ,        ,        , -15.81 ,          , 13.693 , 0.145 ,        ,        ,        ,        ,        ,       ,       ,
  ESO367-001                  , G       ,  -33.31113 ,    7.09547 ,     2784 ,       37 ,     2784 ,       37 ,          ,          ,  16.01 ,   0.50 ,       ,      ,       ,           ,             ,       ,       ,     0.74 ,     0.17 ,     0.09 ,     0.10 ,   58.9 ,   35.4 ,          ,  15.45 ,  13.99 ,        ,        ,        ,        , -17.39 ,          , 12.949 , 0.124 ,  14.22 ,   0.08 ,        ,        ,        ,       ,       ,
  PGC2801040                  , G       ,   37.24798 ,   18.18113 ,     1510 ,        6 ,     1510 ,       60 ,     1510 ,        9 ,  17.70 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   1.2 ,          ,          ,          ,          ,        ,        ,          ,  17.50 ,        ,        ,        ,        ,        , -14.62 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
